id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp02270699	Sapatka ### Albert Krysztof Rudolf ### 	Angerburg ### Halle ### Königsberg ### Leipzig ### Neuenburg, Weichsel ### Ryn ### 	actv ### actv ### actv ### actv ### brth ### deat ### 	cnl00032094 ### cnl00029460 ### cnl00031254 ### cnl00016122 ### cnl00025958 ### cnl00013220 ### 		acti ### acti ### 	Lehrer ### Pfarrer ### 	340 01$8ger$a13.10.1836-08.02.1909$xa1836a1909 ### 
cnp02101319	Wörner ### Christoph ### 	Bad Urach ### Pfullingen ### Bad Urach ### 	actv ### brth ### deat ### 	cnl00010177 ### cnl00028020 ### cnl00010177 ### 		acti ### acti ### 	Personen zu Technik (ohne Architektur, Bautechnik) (31.16p) ### Papiermacher ### 	340 01$8ger$a1787-1873$xa1787a1873 ### 
cnp01501291	Werlhof ### Johann ### 	Helmstedt ### Lübeck ### Helmstedt ### 	actv ### brth ### deat ### 	cnl00009997 ### cnl00010970 ### cnl00009997 ### 		acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Hochschullehrer ### Jurist ### Politologe ### Latin ### Auteur ### Aus Lübeck; 1680 Defendent an der Univ. Helmstedt; Jurist ### Professor ### 	340 01$8und$a1660-1711$xa1660a1711 ### 340 01$8ger$a12.03.1660-25.04.1711$xa1660a1711 ### 
cnp02101837	France ### Henry ### de ### 	Abbeville ### 	brth ### 	cnl00006610 ### 		acti ### 	Journalist ### 	340 01$8ger$a1872-1947$xa1872a1947 ### 
cnp02214172	Stähelin ### Catharina ### 	Basel ### Basel ### 	brth ### deat ### 	cnl00015955 ### cnl00015955 ### 				340 01$8ger$a21.04.1707-30.03.1737$xa1707a1737 ### 
cnp01343751	Marum ### Martinus ### van ### 	Haarlem ### Groningen ### Haarlem ### 	actv ### brth ### deat ### 	cnl00016300 ### cnl00027002 ### cnl00016300 ### 		acti ### acti ### acti ### lang ### acti ### acti ### 	Botaniker ### medicus ### natuurkundige ### Dutch ### Arzt ### Bibliothekar ### 	340 01$8und$a1750-1837$xa1750a1837 ### 340 01$8ger$a20.03.1750-26.12.1837$xa1750a1837 ### 
cnp02081331	Elsner ### Friedrich ### 	Wolgast ### 	actv ### 	cnl00015596 ### 		acti ### 	Drucker ### 	340 11$8ger$a1840-1849$xa1840a1849 ### 
cnp02274117	Matthias ### 	Brauweiler ### 	actv ### 	cnl00027297 ### 	1476 ### 	acti ### 	Diakon ### 	340 01$8ger$agest. vor 1476$xu    a1476 ### 340 11$8ger$avor 1476 ### 
cnp02238713	Seneuze ### Nicolas ### 	Châlons-en-Champagne ### Châlons-en-Champagne (Marne) ### Bouzy (Marne) ### 	actv ### brth ### deat ### 	cnl00008156 ### cnl00008156 ### 	1760-1790? ### 1734 ### 1831 ### 	acti ### irsp ### prof ### 	Type de document concerné: Texte imprimé ### Auteur ### Imprimeur-libraire ### 	340 01$8fre$a11.12.1734-15.12.1831$xa1734a1831 ### 340 11$8fre$a1760-1790?$xa1760a1790 ### 
cnp00990314	Emmerling ### Christian August Gottfried ### 	Leipzig ### Sausedlitz ### Probstheida ### 	actv ### brth ### dioc ### 	cnl00016122 ### 		acti ### 	Pfarrer ### 	340 01$8ger$a06.07.1781-22.01.1827$xa1781a1827 ### 
cnp02136259	Götze ### Johannes Martin ### 	Jena ### Niederdorla ### 	actv ### brth ### 	cnl00010282 ### cnl00020877 ### 				340 01$8ger$a1707-. Geburtsjahr ca.$xa1707u     ### 340 01$8ger$a12.04.1725. imm. Jena$xa1725u     ### 
cnp01897683	Hess ### Marcel ### 	Tournai (Hainaut, Belgique) ### Tournai (Hainaut, Belgique) ### 	brth ### deat ### 	cnl00008692 ### cnl00008692 ### 	1791 ### 1835 ### 	lang ### 	French ### 	340 01$8fre$a1791?-1835$xa1791a1835 ### 
cnp01876905	Andrada ### Diogo Paiva ### de ### 	Coimbra ### Lissabon ### Coimbra ### Lissabon ### 	brth ### deat ### brth ### deat ### 	cnl00008319 ### cnl00017007 ### cnl00008319 ### cnl00017007 ### 		acti ### acti ### lang ### irsp ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Katholischer Theologe ### Portuguese ### Auteur ### Teolog portugalski, uczestnik Soboru Trydenckiego. ### 	340 01$8ger$a26.07.1528-01.12.1575$xa1528a1575 ### 340 01$8und$a1528-1575$xa1528a1575 ### 
cnp01940037	Ardinghelli ### Niccolò ### 	Florenz ### Rom ### 	brth ### deat ### 	cnl00017011 ### cnl00029123 ### 		acti ### acti ### 	Bischof ### Kardinal ### 	340 01$8ger$a1503-1547. anderslt. Geburtsjahr 1502$xa1503a1547 ### 
cnp01430447	Pitou ### Louis Ange ### 	Moléans ### Paris ### 	brth ### deat ### 	cnl00020848 ### cnl00028999 ### 		lang ### irsp ### acti ### 	French ### Auteur ### Journalist ### 	340 01$8ger$aMoléans, 1767-Paris, 1846. - anderslt. Lebensdaten 1769-1842$xa1767a1846 ### 340 01$8pol$a1767-1846$xa1767a1846 ### 
cnp02021017	Hennigk ### Elisabeth ### 	Leipzig ### Leipzig ### 	brth ### deat ### 	cnl00016122 ### cnl00016122 ### 				340 01$8ger$aXX.XX.1546-25.09.1611$xa1546a1611 ### 
cnp02018082	Gottwaldt ### Johann Jakob ### 	Schleusingen ### Schleusingen ### 	brth ### deat ### 	cnl00013808 ### cnl00013808 ### 				340 01$8ger$a10.03.1617-XX.05.1618. beerdigt 22.05.$xa1617a1618 ### 
cnp02180020	Wölfflin ### Johann Rudolf ### 	Basel ### 	actv ### 	cnl00015955 ### 		acti ### acti ### acti ### 	Konditor ### Richter ### Stadtrat ### 	340 01$8ger$a1801-1882$xa1801a1882 ### 
cnp02232256	Menard ### Augustin ### médecin	Lunel (Hérault) ### 	brth ### 	cnl00018452 ### 	18.. ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a18..-.... ### 
cnp02295535	Apell ### Carl ### 	Bodelwitz ### 	actv ### 					340 01$8ger$a1815-$xa1815u     ### 
cnp02218476	Schneck ### Johann Christoph ### 	Köln ### 	actv ### 	cnl00006161 ### 		acti ### 	Adel ### 	340 11$8ger$a1621$xa1621u     ### 
cnp01459811	Zentfelde ### Egbert ### von ### 	Stendal ### Stendal ### 	actv ### actv ### 	cnl00014336 ### cnl00014336 ### 	1359-1362 ### 1362 ### 			340 11$8ger$a1359-1362 ### 
cnp01417672	Kamp ### Hermann Adam ### von ### 	Ruhrort ### Mülheim an der Ruhr ### 	brth ### deat ### 	cnl00032377 ### cnl00030792 ### 		acti ### acti ### acti ### acti ### acti ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen zu Bildungswesen (6.4p) ### Heimatkundler ### Lehrer ### Schriftsteller ### 	340 01$8ger$a15.09.1796-26.11.1867$xa1796a1867 ### 340 01$8und$a1796-1867$xa1796a1867 ### 340 11$8ger$aca. vor 1834$xa1834u     ### 
cnp01299821	Walkhoff ### Johann Friedrich ### 	Halberstadt ### Südliches Anhalt- Gröbzig ### Gröningen-Großalsleben ### Südliches Anhalt- Gröbzig ### 	actv ### actv ### brth ### deat ### 	cnl00009832 ### cnl00000326 ### cnl00046032 ### cnl00000326 ### 		acad ### acti ### acti ### acti ### irsp ### 	Ehrendoktor (Universität Halle) ### Lehrer (Domschule in Halberstadt) ### Schulinspektor (Gröbzig) ### Theologe ### Theologie (Halle) ### 	340 01$8ger$a08.11.1751-11.04.1839$xa1751a1839 ### 
cnp02273564	Anckenbrandt ### Maurus ### Taufname Adam	Brauweiler ### 	actv ### 	cnl00027297 ### 	1781-1802 ### 			340 01$8ger$a1761 - 1816$xa1761a1816 ### 340 11$8ger$a1781-1802 ### 
cnp01939619	Voet ### Karel Borchaert ### 	Den Haag ### Dordrecht ### Zwolle ### 	actv ### actv ### brth ### 	cnl00006281 ### cnl00016290 ### cnl00016358 ### 		acti ### 	Maler ### 	340 01$8ger$a1679-1743$xa1679a1743 ### 
cnp00466190	Lorck ### Carl Berendt ### 	Copenhague ### Leipzig ### Leipzig ### Kopenhagen ### Leipzig ### 	brth ### deat ### actv ### brth ### deat ### 	cnl00027178 ### cnl00016122 ### cnl00016122 ### cnl00006169 ### cnl00016122 ### 	1814 ### 1905 ### 	lang ### irsp ### acti ### acti ### acti ### 	German ### Auteur ### Buchhändler ### Drucker ### Verleger ### 	340 01$8pol$a1814-1905$xa1814a1905 ### 340 01$8fre$a29.08.1814-25.10.1905$xa1814a1905 ### 340 01$8ger$a29.08.1814-25.10.1905$xa1814a1905 ### 
cnp02077253	Hoffmann ### Georg Johann ### 	Wolfenbüttel ### 	brth ### 	cnl00009985 ### 		irsp ### 	Theologiestudent ### 	340 11$8ger$a1697-1698$xa1697a1698 ### 
cnp01279168	Mills ### Peter ### 	London ### 	actv ### 	cnl00032962 ### 		acti ### acti ### 	Personen zu Architektur, Bautechnik (31.3p) ### Architekt ### 	340 01$8ger$a1598-1670$xa1598a1670 ### 
cnp01415345	Kráľ ### Janko ### 	Liptovský Mikuláš ### Zlaté Moravce ### 	brth ### deat ### 	cnl00034337 ### cnl00045028 ### 		acti ### acti ### acti ### acti ### acti ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen zu politischer Theorie, Militär (8.4p) ### Freiheitskämpfer ### Lyriker ### Schriftsteller ### 	340 01$8ger$a24.04.1822-23.05.1876$xa1822a1876 ### 
cnp01386628	Hamon ### Jean Louis ### 	Lanloup (Côtes-d'Armor) ### Saint-Raphaël (Var) ### 	brth ### deat ### 		1821 ### 1874 ### 	acti ### acti ### acti ### lang ### irsp ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Künstler ### Maler ### French ### Auteur ### 	340 01$8ger$a1821-1874$xa1821a1874 ### 340 01$8fre$a05.05.1821-24.05.1874$xa1821a1874 ### 
cnp01334285	Feales ### William ### 	London ### London ### London ### 	actv ### actv ### actv ### 	cnl00007686 ### 	1725-1740 ### 1725?-1740? ### 1731-1740 ### 	prof ### acti ### irsp ### acti ### prof ### prof ### 	Imprimeur-libraire ### Type de document concerné: Texte imprimé ### Auteur ### Księgarz i nakł. Działał w Londynie w l. 1731-1740. ### Buchhändler ### Verleger ### 	340 01$8fre$a169.?-17..? ### 340 11$8fre$a1725?-1740?$xa1725a1740 ### 
cnp02231289	Wagner ### Ernst Leberecht ### 	Dehlitz (Allemagne) ### Leipzig (Allemagne) ### 	brth ### deat ### 		1829 ### 1888 ### 	irsp ### lang ### 	Auteur ### German ### 	340 01$8fre$a12.03.1829-10.02.1888$xa1829a1888 ### 
cnp02093130	Franckenberg ### Johann Ernst ### von ### 	Schlesien ### 	brth ### 	cnl00001329 ### 				340 11$8ger$a1664-1666$xa1664a1666 ### 
cnp02046889	Müller ### ... ### 	Düsseldorf ### 	actv ### 	cnl00019769 ### 		acti ### 	Schauspielerin ### 	340 01$8ger$a1806-1817$xa1806a1817 ### 
cnp01373443	Fantini ### Girolamo ### 	Spoleto ### Florenz ### Spoleto, Italie ### Florence, Italie ### Spoleto ### Florenz ### 	brth ### deat ### brth ### deat ### brth ### deat ### 	cnl00016225 ### cnl00017011 ### cnl00016225 ### cnl00033525 ### cnl00016225 ### cnl00017011 ### 		acti ### acti ### acti ### acti ### irsp ### 	Personen zu Musik (14.4p) ### Komponist ### Musiker ### Trompeter ### Auteur, Interprète ### 	340 01$8fre$a11.02.1600-06.05.1675$xa1600a1675 ### 340 01$8ger$a11.02.1600-XX.XX.1675$xa1600a1675 ### 340 01$8ita$afl. 1535 ### 
cnp02327818	Thraen ### Johann Wilhelm ### 	Eisenach ### Kieselbach ### 	actv ### brth ### 	cnl00008889 ### cnl00045841 ### 				340 11$8ger$a1740$xa1740u     ### 
cnp02303716	Luciano Micheli da Montefiore ### 	Ascoli Piceno ### 	actv ### 	cnl00006991 ### 		raff ### 	OFMConv ### 	
cnp01333006	Gutiérrez ### Juan ### imprimeur-libraire	Sevilla ### 	actv ### 		1551?-1572 ### 	prof ### acti ### 	Imprimeur-libraire ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a15..-15.. ### 340 11$8fre$a1551?-1572$xa1551a1572 ### 
cnp02253506	Freuler ### Theophil ### 	Basel ### 	actv ### 	cnl00015955 ### 		acti ### 	Ratsherr ### 	340 01$8ger$a06.07.1648-10.01.1720$xa1648a1720 ### 
cnp01329287	Pellisson-Fontanier ### Paul ### 	Béziers (Hérault) ### Paris ### 	brth ### deat ### 	cnl00007411 ### cnl00028999 ### 	1624 ### 1693 ### 	lang ### irsp ### acti ### acti ### acti ### acti ### acti ### 	French ### Auteur ### Historiker ### Jurist ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Schriftsteller ### Theologe ### 	340 01$8eng$a30.10.1624-07.02.1693 ### 340 01$8fre$a1624-1693$xa1624a1693 ### 340 01$8und$a1624-1693$xa1624a1693 ### 
cnp01424835	Tucci ### Tuccio ### 	Lucca ### 	brth ### 	cnl00009102 ### 		acti ### acti ### acti ### 	Jurist ### Orientalist ### Senator ### 	340 01$8ger$a1535-1593$xa1535a1593 ### 
cnp01381971	Bowyer ### Jonah ### 	London ### 	actv ### 	cnl00006402 ### 	1705-1727 ### 	prof ### irsp ### acti ### 	Imprimeur-libraire ### Auteur ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a168.?-1727?$xa1680a1727 ### 340 11$8fre$a1705-1727?$xa1705a1727 ### 
cnp02068961	Neumeyer ### Karl Ludwig ### 	Ulm ### 	brth ### 	cnl00016242 ### 		acti ### 	Geistlicher ### 	340 11$8ger$a1694$xa1694u     ### 
cnp01393936	Aréna ### Joseph ### 	Ile-Rousse (Corse) ### Paris (France) ### 	brth ### deat ### 		1771 ### 1802 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8fre$a30.05.1771-30.01.1802$xa1771a1802 ### 
cnp02269685	Dietrich ### Johann Heinrich ### 	Basel ### Benken ### 	actv ### brth ### 	cnl00015955 ### cnl00040670 ### 		acti ### 	Student ### 	340 01$8ger$aXX.XX.1768-31.01.1789$xa1768a1789 ### 
cnp00863449	Reinhard ### Ernst Theodor ### 	Saalfeld ### 	actv ### 	cnl00013481 ### 				340 11$8ger$aca. 1. Drittel 19. Jh.$xa1800a1899 ### 
cnp01206304	Rauchfuss ### Johann Friedrich ### 	Reval ### Mühlhausen/Thüringen ### Reval ### 	actv ### brth ### deat ### 	cnl00013214 ### cnl00006224 ### cnl00013214 ### 		acti ### acti ### 	Lehrer ### Lehrer am Gymnasium in Reval ### 	340 01$8ger$a-1759 ### 
cnp02180343	Clarus ### Julie ### 	Michelau i. Steigerwald ### 	brth ### 					340 01$8ger$a1813-$xa1813u     ### 
cnp01980585	Zeibich ### G. ### 	Leipzig ### 	actv ### 	cnl00016122 ### 		acti ### irsp ### 	Student ### Rechtswissenschaft ### 	340 11$8ger$a1729-$xa1729u     ### 
cnp01375658	Thibaud ### François ### 	Clermont-Ferrand ### Riom ### Moulins ### 	actv ### actv ### actv ### 	cnl00008294 ### cnl00001228 ### cnl00011956 ### 	1816-1843 ### 1805-1838 ### 1793?-1799? ### 	prof ### irsp ### acti ### 	Imprimeur-libraire ### Auteur ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a09.08.1777-27.08.1843$xa1777a1843 ### 340 11$8fre$a1793?-1843$xa1793a1843 ### 
cnp02067320	Gerber ### Ehrenfried ### 	Waldenburg ### 	actv ### 	cnl00029650 ### 				340 11$8ger$a1698$xa1698u     ### 
cnp02254258	Bolzani ### Carlo ### 	Mailand ### Pavia ### 	actv ### actv ### 	cnl00006209 ### cnl00012683 ### 		acti ### acti ### 	Buchdrucker ### Drucker ### 	340 11$8ger$a1718-1755. Wirkungsjahre ca.$xa1718a1755 ### 
cnp02285457	Trautwein ### Gregor ### 	Ulm ### 	actv ### 	cnl00016242 ### 				340 01$8ger$agest. 1785$xu    a1785 ### 
cnp02167312	Glušič ### Helga ### 	Ljubljana ### Sežana ### 	brth ### deat ### 	cnl00029132 ### 		acti ### acti ### 	Hochschullehrerin ### Literaturwissenschaftlerin ### 	340 01$8ger$a21.03.1034-02.10.2014 ### 
cnp01151525	Ihle ### Philipp Jakob ### 	Esslingen ### Ludwigsburg ### Esslingen am Neckar ### 	brth ### actv ### brth ### 			acti ### acti ### acti ### acti ### acti ### acti ### 	Künstler ### Maler ### Künstler ### Maler ### Porzellanmaler ### Theatermaler ### 	340 01$8ger$a10.09.1736-. - nach 1790$xa1736a1790 ### 340 01$8ger$a10.09.1736-XX.XX.1790. Todesjahr ca.$xa1736a1790 ### 
cnp01411449	Keller ### Wilhelm ### 	Berlin ### 	brth ### 	cnl00032895 ### 		acti ### 	Apotheker ### 	340 01$8ger$a1812-XXXX$xa1812u     ### 
cnp02159359	Wiegleb ### Johann Franz ### 	Gebesee ### Bendeleben ### Rudolstadt ### 	brth ### deat ### actv ### 	cnl00033444 ### cnl00045997 ### cnl00031893 ### 		acad ### acti ### 	Magister ### Pfarrer ### 	340 01$8ger$a02.12.1675-02.10.1750$xa1675a1750 ### 
cnp01367714	Berrío ### Antonio de ### 	Ségovie, Espagne ### Santo Tomé de Guayana, auj. Ciudad Bolívar, Venezuela ### 	brth ### deat ### 	cnl00033241 ### 	1527 ### 1597 ### 	lang ### irsp ### 	Spanish ### Auteur ### 	340 01$8fre$a1527?-1597$xa1527a1597 ### 340 01$8ita$asec. 16. ### 
cnp01315876	Wendel ### François Charles de ### 	Charleville (Ardennes) ### Metz ### 	brth ### deat ### 	cnl00000276 ### cnl00008298 ### 	1778 ### 1825 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8eng$a19.02.1778-11.03.1825 ### 340 01$8fre$a1778-1825$xa1778a1825 ### 
cnp02109352	Poellnitz ### Carl ### von ### 	Leutershausen ### Crailsheim ### 	actv ### brth ### 			acti ### acti ### 	Jurist ### Landrichter ### 	340 01$8ger$a19.09.1778-28.09.1847$xa1778a1847 ### 
cnp01374561	Haslinger ### Tobias ### 	Vienne ### Zell, Autriche ### Wien ### Zell ### Wien ### 	deat ### brth ### actv ### brth ### deat ### 	cnl00010890 ### cnl00023803 ### cnl00016260 ### cnl00002720 ### cnl00016260 ### 	1842 ### 1787 ### 	lang ### irsp ### acti ### acti ### acti ### acti ### acti ### acti ### acti ### 	German ### Auteur ### Personen zu Musik (14.4p) ### Personen zu Buchwissenschaft, Buchhandel (2.2p) ### Komponist ### Musikalienhändler ### Musikverleger ### Wien (Wirkungsort); Musikalienhändler ### Verleger ### 	340 01$8eng$a01.03.1787-18.06.1842 ### 340 01$8fre$a1787-1842$xa1787a1842 ### 340 01$8pol$a1787-1842$xa1787a1842 ### 340 01$8ger$a01.03.1787-18.06.1842$xa1787a1842 ### 340 01$8und$a1787-1842$xa1787a1842 ### 
cnp00375006	Schlumpf ### Sabina ### 	Leipzig ### 	actv ### 	cnl00016122 ### 				340 01$8ger$a1641-1664$xa1641a1664 ### 
cnp01488576	Halévy ### Joseph ### 	Andrinople (Turquie) ### Paris ### 	brth ### deat ### 	cnl00023371 ### cnl00028999 ### 	1827 ### 1917 ### 	acti ### acti ### acti ### acti ### lang ### tran ### irsp ### 	Personen zu Sprache (11.2p) ### Personen zu Literaturwissenschaft (Literaturwissenschaftler) (12.1p) ### Personen zu allgemeiner und vergleichender Religionswissenschaft, Personen zu nichtchristlichen Religionen (3.1p) ### Orientalist ### French, Hebrew ### Geez (Ethiopic) ### Auteur ### 	340 01$8eng$a15.12.1827-21.01.1917 ### 340 01$8fre$a1827-1917$xa1827a1917 ### 340 01$8ger$a1827-1917$xa1827a1917 ### 
cnp01088486	Wattenwyl ### Friedrich ### von ### 	Halle ### Herrnhut ### Herrnhut ### Bern ### 	actv ### actv ### deat ### brth ### 	cnl00029460 ### cnl00006145 ### cnl00006145 ### cnl00007360 ### 		acti ### acti ### acti ### 	Herrnhuter ### Missionar ### Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### 	340 01$8ger$a1700-1777$xa1700a1777 ### 340 01$8ger$a16.02.1700-24.04.1777. abweichender Geburtstag: 7. 2.$xa1700a1777 ### 
cnp02120549	Fuchs von Bimbach ### Eitel Heinrich ### 	Gleisenau ### 	actv ### 					340 01$8ger$aXX.XX.1624-11.04.1674$xa1624a1674 ### 
cnp00374139	Schelle ### Johann ### 	Geising ### Leipzig ### 	brth ### deat ### 	cnl00021789 ### cnl00016122 ### 		acti ### acti ### acti ### 	Personen zu Musik (14.4p) ### Komponist ### Organist ### 	340 01$8ger$a06.09.1648-10.03.1701. 06.09.1648=Taufdatum$xa1648a1701 ### 
cnp01352881	Vossius ### Gerardus ### 	Leiden ### 	brth ### 	cnl00031387 ### 		acti ### acti ### lang ### irsp ### 	Klassischer Philologe ### nicht identisch mit Gerardus Joannes Vossius (idn 104336579) ### Latin ### Auteur ### 	340 01$8ger$a1619-1640$xa1619a1640 ### 340 01$8dut$a1619-1640$xa1619a1640 ### 340 01$8eng$a28.01.1620-27.03.1640 ### 340 01$8fre$a1620-1640$xa1620a1640 ### 
cnp00483558	Catalani ### Giuseppe ### 	Paola, Italie ### Rome ### 	brth ### deat ### 	cnl00012645 ### cnl00016199 ### 	1698 ### 1764 ### 	lang ### irsp ### acti ### acti ### 	Italian ### Auteur ### Aus Paola, Wirkungsort Rom, Priester am Oratorio di San Girolamo della Carita ### Theologe ### 	340 01$8eng$a14.06.1698-10.08.1764 ### 340 01$8fre$a1698-1764$xa1698a1764 ### 340 01$8ger$a1698-1764$xa1698a1764 ### 
cnp01365786	Odilon de Cluny ### saint	Cluny ### Cluny ### Souvigny ### 	actv ### actv ### deat ### 	cnl00008307 ### cnl00008307 ### cnl00021709 ### 	0994-1048 ### 	lang ### irsp ### acti ### acti ### acti ### lang ### 	Latin ### Auteur ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Abt ### Mönch ### Latein, Altfranzösisch ### 	340 01$8fre$a0961?-01.01.1049$xa0961a1049 ### 340 01$8ger$aXX.XX.XXXX-01.01.1049$xu    a1049 ### 340 01$8ger$agest. 1048$xu    a1048 ### 340 11$8ger$a994 - 1048 ### 340 11$8ger$a994-1049$xa0994a1049 ### 
cnp02225451	Fouré ### Julien ### 	Nantes (Loire-Atlantique) ### 	brth ### 	cnl00012053 ### 	1769 ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a15.07.1769-1855$xa1769a1855 ### 
cnp01889042	Machecrier ### Valerand ### 	Abbeville (Somme) ### 	actv ### 	cnl00006610 ### 	1400-1499 ### 	lang ### irsp ### 	Latin ### Auteur ### 	340 01$8fre$a14..-15.. ### 
cnp01382760	Morell de Santa Cruz ### Pedro Agustín ### 	La Havane ### Santiago de los Caballeros, République Dominicaine ### 	deat ### brth ### 	cnl00028060 ### cnl00024606 ### 	1768 ### 1694 ### 	acti ### lang ### irsp ### 	Bischof ### Spanish ### Auteur ### 	340 01$8und$a1694-1768$xa1694a1768 ### 
cnp02281070	Grueter ### Sebastian ### 	Weilheim ### 	actv ### 	cnl00031603 ### 		acti ### 	Kooperator ### 	
cnp01347358	Thomas ### William ### 	Michaelston-super-Ely, Wales ### 	brth ### 			lang ### irsp ### acti ### acti ### 	English ### Auteur ### Lehrer ### Tagebuchautor ### 	340 01$8ger$a1727-1795$xa1727a1795 ### 340 01$8fre$a1727-1795$xa1727a1795 ### 
cnp01469879	Potocki ### Jan ### hrabia	Ohladowka, Pologne ### Pikow, Ukraine ### 	deat ### brth ### 	cnl00019901 ### cnl00019900 ### 	1815 ### 1761 ### 	acti ### acti ### tono ### acti ### acti ### acti ### lang ### irsp ### acti ### acti ### 	Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen der Geschichtswissenschaft (Historiker, Archäologen) (16.1p) ### Graf ### Historiker ### Reisender ### Schriftsteller ### French ### Auteur ### Graf ### Podróżnik, publicysta, działacz i pisarz polityczny, historyk, literat. Używał krypt. L. C. J. P.; M. L. C. J. P, Comte de Courchamps ### 	340 01$8cat$a1761-1815$xa1761a1815 ### 340 01$8rus$a1761-1815$xa1761a1815 ### 340 01$8fre$a08.03.1761?-02.12.1815$xa1761a1815 ### 340 01$8ger$a08.03.1761-02.12.1815$xa1761a1815 ### 340 01$8und$a1761-1815$xa1761a1815 ### 
