id	name	515$A	515$0	515$a	515$z	350$0	350$a	340$x
cnp02259083	Bernheim ### Sophie ### 	Ebingen ### Rottweil ### 	actv ### brth ### 	cnl00008823 ### cnl00013407 ### 		acti ### acti ### 	Personen zu Soziologie, Gesellschaft, Arbeit, Sozialgeschichte (9.5p) ### Unternehmertochter ### 	340 01$8ger$a1830-$xa1830u     ### 
cnp01460418	Sigebodo ### von Stendal	Stendal ### 	actv ### 	cnl00014336 ### 	1206 ### 	acti ### 	Bischof ### 	340 01$8ger$agest. 1220$xu    a1220 ### 340 11$8ger$a1206/1207 - 1220 ### 
cnp01374690	Caristie ### Auguste ### 	Avallon (Yonne) ### Paris ### Avallon ### Paris ### 	brth ### deat ### brth ### deat ### 	cnl00007069 ### cnl00028999 ### cnl00007069 ### cnl00032963 ### 	1781 ### 1862 ### 	lang ### irsp ### acti ### acti ### 	French ### Auteur ### Architekt ### Personen zu Architektur, Bautechnik (31.3p) ### 	340 01$8fre$a06.12.1781-05.12.1862$xa1781a1862 ### 340 01$8ger$a1783-1862$xa1783a1862 ### 
cnp01292229	Steinhauser ### Johann Baptist ### 	Amtzell-Karbach ### Oberstadion ### 	brth ### deat ### 			acti ### acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Geistlicher ### Geistlicher Rat ### 	340 01$8ger$a26.06.1761-15.08.1815$xa1761a1815 ### 
cnp01509977	Tralles ### Johann Georg ### 	London ### Bern ### Hamburg ### London ### Bern ### Hamburg ### London ### 	deat ### actv ### brth ### deat ### actv ### brth ### deat ### 	cnl00007686 ### cnl00031405 ### cnl00027108 ### cnl00032962 ### cnl00031405 ### cnl00027108 ### cnl00032962 ### 		acti ### acti ### acti ### acti ### acti ### 	Personen zu Mathematik (28p) ### Mathematiker ### Physiker ### Professor ### Professor; Sekretär; Mathematiker; Physiker ### 	340 01$8ger$a15.10.1763-19.11.1822$xa1763a1822 ### 340 01$8ger$a1763-1822$xa1763a1822 ### 
cnp00940356	Weinrich ### Johann Michael ### 	Meiningen, Allemagne ### Unterfranken, Allemagne ### Meiningen ### Detter ### 	deat ### brth ### actv ### brth ### 	cnl00011631 ### 	1727 ### 1683 ### 	lang ### irsp ### acti ### acti ### acti ### acti ### acad ### acti ### acti ### acti ### 	Latin ### Auteur ### Historiker ### Kirchenlieddichter ### Pfarrer ### Theologe ### Magister ### Bibliothekar ### Gymnasiallehrer ### Rektor ### 	340 01$8fre$a12.10.1683-18.03.1727$xa1683a1727 ### 340 01$8ger$a12.10.1683-18.03.1727$xa1683a1727 ### 340 01$8ger$a1683-1727$xa1683a1727 ### 
cnp02103335	Keffel ### Andreas Wilhelm ### 	Oberharz am Brocken- Rübeland ### Räbke ### Wiedelah ### Wiedelah ### 	actv ### actv ### actv ### deat ### 			acti ### acti ### 	Personen zu Technik (ohne Architektur, Bautechnik) (31.16p) ### Papiermacher ### 	340 01$8ger$a-22.11.1795 ### 
cnp01086148	Stucke ### Caspar H. ### 	Lennep ### 	actv ### 	cnl00031631 ### 		acti ### acti ### 	Apotheker ### Lennep (Wirkungsort); Apotheker ### 	340 01$8ger$a1763-$xa1763u     ### 
cnp02255748	Haas ### Johann Daniel ### 	Dillenburg ### Dillenburg ### 	brth ### deat ### 	cnl00008630 ### cnl00008630 ### 		acti ### acti ### acti ### acti ### 	Abgeordneter ### Kaufmann ### Tabakfabrikant ### Unternehmer ### 	340 01$8ger$a15.10.1780-24.02.1849$xa1780a1849 ### 
cnp01955673	Schulz ### Auguste ### 	Berlin ### 	actv ### 	cnl00032895 ### 		acti ### 	Schauspielerin ### 	340 11$8ger$a1818$xa1818u     ### 
cnp02214250	Puschmann ### Georg ### 	Leipzig ### 	actv ### 	cnl00016122 ### 		acti ### 	Respondent ### 	340 11$8ger$a1597$xa1597u     ### 
cnp01334223	Costilla ### Jorge ### imprimeur	Murcia ### Valencia ### Valencia ### 	actv ### actv ### actv ### 		1518-1519 ### 1502?-1518? ### 1519-1532 ### 	prof ### acti ### irsp ### 	Imprimeur-libraire ### Type de document concerné: Texte imprimé ### Auteur ### 	340 01$8fre$a14..-15.. ### 340 11$8fre$a1502?-1532$xa1502a1532 ### 
cnp02085543	Hertel ### August ### 	Sulau ### Glogau ### 	actv ### brth ### 			acti ### acti ### acti ### acti ### 	Lyriker ### Privatier ### Schriftsteller ### Theologe ### 	340 01$8ger$a1801-$xa1801u     ### 340 11$8ger$a1831$xa1831u     ### 
cnp00935714	Algoewer ### David ### 	Ulm ### Ulm ### 	brth ### brth ### 	cnl00016242 ### cnl00016242 ### 		acti ### acti ### acti ### 	Mathematiker ### Meteorologe ### Mathematiker; aus Ulm ### 	340 01$8ger$a1678-1737$xa1678a1737 ### 
cnp02160940	Welz ### Johann Conrad ### 	Jena ### Lindau ### 	actv ### brth ### 	cnl00010282 ### cnl00027549 ### 				340 01$8ger$a1686-$xa1686u     ### 
cnp02097324	Eberstein ### Casimir ### von ### 	Kraichtal-Gochsheim ### Obertsrot ### Heidelberg ### 	actv ### actv ### deat ### 			acti ### tono ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Graf ### 	340 01$8ger$a19.04.1639-22.12.1660$xa1639a1660 ### 
cnp00585739	Scholtz ### Julius ### 	Breslau ### Dresden ### 	brth ### deat ### 	cnl00033303 ### cnl00006089 ### 		acti ### acti ### acad ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Maler ### Prof. ### 	340 01$8ger$a12.02.1825-02.06.1893$xa1825a1893 ### 
cnp02139923	Ahrendts ### Johann Gebhard ### 	Fallersleben ### 	brth ### 	cnl00000428 ### 		acti ### acti ### 	Arzt ### Chirurg ### 	340 01$8ger$a1687-1771$xa1687a1771 ### 
cnp02095938	Baulot ### Isaac ### 	La Rochelle ### 	actv ### 	cnl00006183 ### 		acti ### acti ### 	Personen zu Medizin, Tiermedizin (27.20p) ### Arzt ### 	340 01$8ger$a1619-. anderslautend. Geburtsjahr: 1612$xa1619u     ### 
cnp02305841	Drož ### Bedr̆ich ### 	Černivci ### Jihlava ### 	brth ### deat ### 	cnl00044427 ### cnl00026116 ### 		acti ### acti ### 	Radiologe ### Übersetzer ### 	340 01$8ger$a26.05.1865-21.01.1943$xa1865a1943 ### 
cnp01178770	Falckeisen ### Ezechiel ### 	Basel ### 	brth ### 	cnl00015955 ### 		acti ### 	Pfarrer ### 	340 01$8ger$a1557-1634$xa1557a1634 ### 
cnp02256188	Dehmel ### Richard ### 	Danzig ### Münchehofe ### Blankenese ### 	actv ### actv ### deat ### 	cnl00006805 ### 		acad ### acti ### acti ### acti ### acti ### acti ### lang ### 	Dr. phil. ### Dramatiker ### Komponist ### Lyriker ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Schriftsteller ### Deutsch, Französisch ### 	340 01$8ger$a18.11.1863-08.02.1920$xa1863a1920 ### 
cnp01981456	Poggel ### Caspar ### 	Recklinghausen ### 	actv ### 	cnl00013132 ### 		acti ### 	Gymnasiallehrer ### 	340 01$8ger$a1806-1838$xa1806a1838 ### 
cnp02167070	Petit ### Jean ### 	Brüssel ### 	actv ### 	cnl00006364 ### 	1672-1692 ### 	acti ### 	Drucker ### 	340 01$8ger$aca. 17. Jh.$xa1600a1699 ### 340 11$8ger$aca. 1672-1692$xa1672a1692 ### 
cnp01065001	Saenredam ### Pieter Jansz ### 	Haarlem ### Utrecht ### Assendelft ### Haarlem ### 	actv ### actv ### brth ### deat ### 	cnl00016300 ### cnl00015951 ### 		acti ### acti ### acti ### acti ### acti ### acti ### irsp ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Aquarellmaler ### Künstler ### Maler ### Radierer ### Zeichner ### Auteur ### 	340 01$8und$a1597-1665$xa1597a1665 ### 340 01$8ger$a1597-1665$xa1597a1665 ### 
cnp01493594	Flauti ### Vincenzo ### 	Neapel ### Neapel ### Neapel ### 	actv ### brth ### deat ### 	cnl00008073 ### cnl00008073 ### cnl00008073 ### 		acad ### acti ### acti ### 	Professor ### Mathematiker ### Cav. ### 	340 01$8ger$a04.04.1782-21.06.1862$xa1782a1862 ### 340 01$8ger$a1782-1863$xa1782a1863 ### 
cnp00803937	Peck ### Friedrich ### 	Dohna ### Glashütte ### Pehritzsch ### 	actv ### actv ### actv ### 	cnl00030666 ### cnl00030341 ### 		acad ### acti ### 	Magister ### Pfarrer ### 	340 01$8ger$a1645-1707$xa1645a1707 ### 
cnp02084868	Orsini ### Gaetano Felice ### 	Bologna ### Wien ### 	brth ### deat ### 	cnl00028839 ### cnl00016260 ### 		acti ### 	Countertenor ### 	340 01$8ger$a1667-1750. Geburtsjahr ca.$xa1667a1750 ### 
cnp02230779	Herpin ### Félix-Charles ### 	Tours (Indre-et-Loire) ### 	brth ### 	cnl00012659 ### 	1812 ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a21.10.1812-09.01.1894$xa1812a1894 ### 340 01$8fre$a21.10.1812-1894$xa1812a1894 ### 
cnp02124038	Scherer ### Familie : 1733- : Blankenheim, Kreis Euskirchen	Blankenheim ### 	actv ### 			acti ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### 	340 11$8ger$a1733- (Relation allgemein)$xa1733u     ### 
cnp01308802	Heylen ### Pierre Joseph ### 	Lierre, Belgique ### Noorderwijk, Belgique ### 	deat ### brth ### 	cnl00017983 ### cnl00017982 ### 	1793 ### 1737 ### 	lang ### irsp ### 	Latin ### Auteur ### 	340 01$8eng$a24.12.1737-05.12.1793 ### 340 01$8fre$a1737-1793$xa1737a1793 ### 
cnp02222674	Couhard ### Jean-Marie ### 	Lucenay-l'Evêque (Saône-et-Loire) ### 	brth ### 		18.. ### 	irsp ### lang ### 	Auteur ### French ### 	340 01$8fre$a18..- ### 
cnp02274944	Lahner ### Antonius ### 	Sehl ### 	actv ### 	cnl00050554 ### 	1634-1651 ### 			340 01$8ger$agest. 1651$xu    a1651 ### 340 11$8ger$a1634 - 1651 ### 
cnp02330783	Wenderoth ### Salomon ### 	Kassel ### 	actv ### 	cnl00008051 ### 		acti ### acti ### 	Ökonomie-Kommissar ### Ökonomie-Rat ### 	340 11$8ger$a1823-1849$xa1823a1849 ### 
cnp01277331	Niemann ### George K. ### 	Delft ### Middelburg ### Delft ### 	actv ### brth ### deat ### 	cnl00006083 ### cnl00011695 ### cnl00006083 ### 		acad ### acti ### acti ### 	Prof., Dr. ### Indologe ### Orientalist ### 	340 01$8ger$a06.11.1823-15.11.1905$xa1823a1905 ### 
cnp01289272	Kraut ### Karl Benjamin ### 	Frauenfeld ### Schöntal ### Tübingen ### Ulm ### Ulm ### Blaubeuren ### 	actv ### actv ### actv ### actv ### brth ### deat ### 	cnl00009233 ### cnl00027294 ### cnl00014526 ### cnl00016242 ### cnl00016242 ### cnl00016009 ### 		acti ### acti ### acti ### acti ### 	Ephorus ### Personen zu Bildungswesen (6.4p) ### Pädagoge ### Vikar ### 	340 01$8ger$a20.05.1826-05.07.1899$xa1826a1899 ### 
cnp02029858	Junghans ### Sophie ### 	Kassel ### Hildburghausen ### 	brth ### deat ### 	cnl00008051 ### cnl00000642 ### 		acti ### acti ### 	Lehrerin ### Schriftstellerin ### 	340 01$8ger$a03.12.1845-16.09.1907$xa1845a1907 ### 
cnp02057333	Serafini ### Panfilo ### 	Sulmona ### 	brth ### 	cnl00014458 ### 		acti ### acti ### acti ### acti ### 	Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu Presse (2.3p) ### Journalist ### Politiker ### 	340 01$8ger$a1817-1864$xa1817a1864 ### 
cnp02059149	Mensching ### August Johann Otto ### 	Helmstedt ### Lübeck ### 	actv ### brth ### 	cnl00009997 ### cnl00010970 ### 		acti ### 	Jurist ### 	340 11$8ger$a1759-$xa1759u     ### 
cnp00116658	Alepus ### Salvatore Alessio ### 	Morella ### Sassari ### 	brth ### deat ### 			acti ### 	Bischof ### 	340 01$8ger$a1503-1566$xa1503a1566 ### 
cnp01227295	Giorgi ### Francesco ### 	Florenz ### 	actv ### 	cnl00017011 ### 		acti ### acti ### acti ### 	Hersteller von Bronzebeschlägen ### Personen zu Kunsthandwerk (13.6p) ### Kunsttischler ### 	340 11$8ger$a1754-1792$xa1754a1792 ### 
cnp02220158	Hafner ### Gottlob Eberhard ### 	Aichelberg ### Esslingen am Neckar ### 	brth ### deat ### 			acti ### 	Pfarrer ### 	340 01$8ger$a1785-1858$xa1785a1858 ### 
cnp02090354	Baumhämel ### Johann Friedrich ### 	Bad Bocklet ### 	actv ### 	cnl00030225 ### 		acad ### acti ### acti ### 	Dr. med. ### Arzt ### Badearzt ### 	340 11$8ger$a1786-1793$xa1786a1793 ### 
cnp02128756	Wilstorf ### von ### Familie : 1203-1337	Wilstorf, Hamburg ### 	actv ### 					340 11$8ger$a1203-1337 (Relation allgemein) ### 
cnp02132347	Scheffler ### Georg ### 	Halle ### 	brth ### 	cnl00029460 ### 				340 11$8ger$a1582$xa1582u     ### 
cnp02127712	Freund ### Siegfried ### 	Görlitz ### Śmigiel ### Görlitz ### 	actv ### brth ### deat ### 	cnl00009506 ### 		acti ### acad ### 	Rabbiner ### Dr. ### 	340 01$8ger$a1829-1915$xa1829a1915 ### 
cnp01399523	Gilibert ### Jean ### 	Auliac, commune de Jabrun, Cantal ### Mission de la Conception, commune de Mont Dore, Nouvelle Calédonie ### 	brth ### deat ### 	cnl00025789 ### cnl00025790 ### 	1818 ### 1891 ### 	lang ### irsp ### 	French ### Auteur ### 	340 01$8eng$a12.05.1818-31.03.1891 ### 340 01$8fre$a1818-1891$xa1818a1891 ### 
cnp02328071	Uth ### Johann Leonhard ### 	Fulda ### Fulda ### Fulda ### 	actv ### brth ### deat ### 	cnl00009303 ### cnl00009303 ### cnl00009303 ### 		acti ### acti ### 	Buchdrucker ### Drucker ### 	340 01$8ger$a06.01.1810-23.11.1886$xa1810a1886 ### 
cnp02336374	Haacke ### Wilmont ### 	Berlin ### Wien ### Monschau, Eifel ### Göttingen ### 	actv ### actv ### brth ### deat ### 	cnl00033463 ### cnl00016260 ### cnl00011818 ### cnl00029316 ### 		acad ### acti ### 	Dr. phil., Prof. ### Publizist ### 	340 01$8ger$a04.03.1911-23.07.2008$xa1911a2008 ### 
cnp01097193	Krafft ### Johann Friedrich ### 	Weilmünster ### Merenberg ### 	brth ### deat ### 			acti ### 	Jurist ### 	340 01$8ger$aXX.XX.1690-18.06.1755$xa1690a1755 ### 
cnp01941027	Ahlhorn ### Wilhelm ### 	Varel ### Oldenburg ### Oldenburg ### Oldenburg ### 	actv ### actv ### brth ### deat ### 	cnl00014951 ### cnl00031616 ### cnl00031616 ### cnl00031616 ### 		acti ### acti ### 	Oberkirchenrat ### Jurist ### 	340 01$8ger$a08.02.1803-29.04.1880$xa1803a1880 ### 
cnp02219798	Robert ### Jean Stephan ### 	Kassel ### 	actv ### 	cnl00008051 ### 		acti ### acti ### acti ### acti ### 	Direktor ### Manufakturdirektor ### Sekretär ### Stadtkomissar ### 	340 01$8ger$aca. 18. Jh.$xa1700a1799 ### 340 11$8ger$a1726$xa1726u     ### 
cnp01222162	Onghers ### Jan ### 	Mecheln ### Prag ### 	brth ### deat ### 	cnl00011474 ### cnl00026998 ### 		acti ### acti ### acti ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Künstler ### Maler ### 	340 01$8ger$a1656-1735. Lebensdaten ca.$xa1656a1735 ### 
cnp01303893	Léotaud ### Vincent ### 	Embrun (Hautes-Alpes) ### Vallouise (Hautes-Alpes) ### 	deat ### brth ### 	cnl00008938 ### cnl00017041 ### 	1672 ### 1595 ### 	acti ### lang ### irsp ### 	Mathematiker ### French ### Auteur ### 	340 01$8und$a1595-1672$xa1595a1672 ### 
cnp02154548	Kaufmann ### Josef Leonz ### 	Doppelschwand ### Geiss ### Hergiswil ### Luzern ### Malters ### Meierskappel ### Neudorf ### Rain ### Richenthal ### Sursee ### Ballwil ### 	actv ### actv ### actv ### actv ### actv ### actv ### actv ### actv ### actv ### actv ### brth ### 					340 01$8ger$a18.12.1772-13.04.1834$xa1772a1834 ### 
cnp01147437	König ### Franz ### 	Ingolstadt ### Ingolstadt ### 	brth ### deat ### 	cnl00016096 ### cnl00016096 ### 		acti ### acti ### 	Musikinstrumentenbauer ### Orgelbauer ### 	340 01$8ger$a28.09.1717-03.11.1791$xa1717a1791 ### 
cnp02133407	Hızır İlyas ### Hafız	Istanbul ### 	deat ### 	cnl00030429 ### 		lang ### 	Osmanisch ### 	340 01$8ger$a1801-1864. Geburtsjahr ca.$xa1801a1864 ### 340 01$8ger$a1801?-1864$xa1801a1864 ### 
cnp00858849	Vogl ### Christoph ### 	Kloster Weingarten ### 	actv ### 			acti ### acti ### 	Geistlicher ### Komponist ### 	340 01$8ger$a-1811. Geburtsjahr ca. ### 
cnp01283917	Faeustel ### Samuel G. ### 	Helmstedt ### Rawitsch ### 	actv ### brth ### 	cnl00009997 ### cnl00029133 ### 		acad ### acti ### irsp ### 	Dr. ### Arzt ### Medizin ### 	340 11$8ger$a1789-1790$xa1789a1790 ### 
cnp02105767	Crantz ### Heinrich Ernst ### 	Jena ### Lübeck ### Ritzerow ### 	actv ### actv ### brth ### 	cnl00010282 ### cnl00010970 ### 				340 11$8ger$a1730$xa1730u     ### 
cnp02104181	Maurer ### Johann Konrad ### 	Annweiler am Trifels ### 	actv ### 	cnl00029591 ### 		acti ### acti ### 	Personen zu Technik (ohne Architektur, Bautechnik) (31.16p) ### Papiermacher ### 	
cnp02089367	Wornum ### Robert ### 	London ### 	actv ### 	cnl00032962 ### 		acti ### 	Musikinstrumentenbauer ### 	340 01$8ger$aca. 19. Jh.$xa1800a1899 ### 340 11$8ger$a1832$xa1832u     ### 
cnp00511665	Böhme ### Carl Christian ### 	Leipzig ### 	actv ### 	cnl00016122 ### 		acti ### acti ### 	Personen zu Malerei, Zeichnung, Grafik (13.4p) ### Lithograf ### 	340 01$8ger$aca. 19. Jh.$xa1800a1899 ### 340 11$8ger$a1840$xa1840u     ### 
cnp02084164	Müller ### Silverius ### 	Günzburg ### Krems an der Donau ### Wien ### Weitersfeld-Oberhöflein ### Wien ### 	actv ### actv ### actv ### brth ### deat ### 	cnl00009760 ### cnl00032713 ### cnl00016260 ### 		acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Musik (14.4p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Personen zu Bildungswesen (6.4p) ### Chorleiter ### Ordenspriester ### Pädagoge ### 	340 01$8ger$a27.02.1745-21.08.1812$xa1745a1812 ### 
cnp02213156	Burckersroda ### Johann Friedrich ### von ### 	Markröhlitz ### Naumburg ### 	brth ### deat ### 			acti ### acti ### acti ### 	Adel ### Domkapitular ### Regierungsbeamter ### 	340 01$8ger$a1574-1640$xa1574a1640 ### 
cnp01310446	Brydges ### Harford Jones ### 	Boultibrook, GB ### Presteign, GB ### 	deat ### brth ### 	cnl00018381 ### cnl00018380 ### 	1847 ### 1764 ### 	lang ### irsp ### tono ### acti ### acti ### acti ### 	English ### Auteur ### Sir ### Sir ### Autor ### Diplomat ### 	340 01$8fre$a12.01.1764-17.03.1847$xa1764a1847 ### 340 01$8ger$a1764-1847$xa1764a1847 ### 340 01$8ger$a1754-1847$xa1754a1847 ### 
cnp01412387	Bliesner ### Georg ### 	Allenburg ### 	actv ### 			acti ### 	Pfarrer ### 	340 01$8ger$a-1681 ### 
cnp01400957	Roberg ### Lars ### 	Stockholm ### Uppsala (Suède) ### 	brth ### deat ### 	cnl00014375 ### cnl00014886 ### 	1664 ### 1742 ### 	irsp ### lang ### 	author ### Latin ### 	340 01$8eng$a04.01.1664-24.05.1742 ### 340 01$8und$a1664-1742$xa1664a1742 ### 
cnp02039782	Kempner ### Walter ### 	Berlin ### Durham, NC ### 	brth ### deat ### 	cnl00032895 ### cnl00008776 ### 		acti ### acti ### acti ### acad ### 	Personen zu Medizin, Tiermedizin (27.20p) ### Arzt ### Physiologe ### Prof. Dr. med. ### 	340 01$8ger$a25.01.1903-27.09.1997$xa1903a1997 ### 
cnp02183733	Krabbe ### Otto ### 	Christianopel ### Roskilde ### 	brth ### actv ### 	cnl00001898 ### cnl00013372 ### 		acti ### acti ### acti ### 	Amtmann ### Jurist ### Politiker ### 	340 01$8ger$a01.01.1641-13.07.1719$xa1641a1719 ### 
cnp01297125	Perrucci ### Andrea ### 	Naples, Italie ### Palerme, Italie ### 	deat ### brth ### 	cnl00017250 ### cnl00017071 ### 		lang ### acti ### acti ### irsp ### lang ### 	Italienisch ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Schriftsteller ### author ### Italian ### 	340 01$8ger$a1651-1704$xa1651a1704 ### 340 01$8fre$a01.06.1651-16.05.1704$xa1651a1704 ### 
cnp02101064	Kirchner ### Johann Friedrich ### 	Halle ### 	actv ### 	cnl00029460 ### 				340 11$8ger$a1731$xa1731u     ### 
cnp01507071	Andresen ### Karl Gustav ### 	Altona ### Berlin ### Elberfeld ### Uetersen ### Altona ### Berlin ### Elberfeld ### Uetersen ### 	actv ### actv ### actv ### brth ### actv ### actv ### actv ### brth ### 	cnl00002324 ### cnl00032895 ### cnl00030052 ### cnl00014842 ### cnl00006030 ### cnl00032895 ### cnl00030052 ### cnl00014842 ### 	1839-1852 ### 1856-1858 ### 	acad ### acti ### acti ### acti ### 	Dr. phil. (Kiel 1837) ### Germanist ### Pädagoge ### Dt. Germanist ### 	340 01$8ger$a01.06.1813-25.05.1891$xa1813a1891 ### 
cnp01290532	Apponex ### Franz ### von ### 	Basel ### 	actv ### 	cnl00015955 ### 		acti ### acti ### 	Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### Domkapitular ### 	340 01$8ger$a-17.12.1591 ### 
cnp02107030	Dyck ### Gerbrand ### van ### 	Alkmaar ### 	brth ### 	cnl00006743 ### 		irsp ### 	Medizinstudent ### 	340 01$8ger$a1618-$xa1618u     ### 
cnp02301790	Paulus Emilius de Crema ### 	Lucca ### 	actv ### 	cnl00009102 ### 		raff ### 	OESA ### 	
cnp02087398	Rieder ### Franz ### 	Ulm ### 	actv ### 	cnl00016242 ### 		acti ### acti ### 	Grafiker ### Kupferstecher ### 	340 01$8ger$aca. 18. Jh.$xa1700a1799 ### 340 11$8ger$a1729$xa1729u     ### 
cnp02260722	Cibo ### Innocenzo ### 	Florenz ### Rom ### 	brth ### deat ### 	cnl00017011 ### cnl00029123 ### 		acti ### acti ### acti ### 	Kardinal ### Personen der Geschichte (Politiker und historische Persönlichkeiten) (16.5p) ### Personen zu Kirchengeschichte, Systematischer und Praktischer Theologie, Kirche und Konfession (3.6p) ### 	340 01$8ger$a1491-1550$xa1491a1550 ### 
cnp01984384	Seidler ### Ernst-Friedrich ### 	Berlin ### Königsberg ### 	actv ### actv ### 	cnl00032895 ### cnl00031254 ### 		acti ### 	Stallmeister ### 	340 01$8ger$a1798-1865$xa1798a1865 ### 
cnp01429339	Puzynina ### Gabrjela ### 	Horodziłów ### Vilnius ### Vilnius ### 	deat ### brth ### brth ### 			acti ### acti ### acti ### acti ### 	Malerin ### Schriftstellerin ### Personen zu Literaturgeschichte (Schriftsteller) (12.2p) ### Personen zu Malerei, Zeichnung, Grafik (13.4p) ### 	340 01$8ger$a24.09.1815-16.08.1869$xa1815a1869 ### 340 01$8pol$a1815-1869$xa1815a1869 ### 
cnp02048055	Heckel ### Christoph Benjamin ### 	Ulm ### 	brth ### 	cnl00016242 ### 				340 01$8ger$a29.08.1674-14.04.1757$xa1674a1757 ### 
cnp01147402	Henckel von Donnersmarck ### Lazarus ### 	Levoča ### Wien ### 	brth ### deat ### 	cnl00011148 ### cnl00016260 ### 		acti ### acti ### acti ### acti ### acti ### acti ### 	Personen zu Gewerbe allgemein, Industrie, Handwerk (10.12p) ### Personen zu Handel, Dienstleistung (10.13p) ### Personen zu Geld, Bank, Börse (10.9p) ### Bankier ### Händler ### Unternehmer ### 	340 01$8ger$a29.10.1551-13.07.1624$xa1551a1624 ### 
cnp02265516	Dandini ### Ercole Francesco ### 	Ancône (Italie) ### Padoue (Italie) ### 	brth ### deat ### 	cnl00017574 ### cnl00010359 ### 	1695 ### 1747 ### 	irsp ### lang ### 	Auteur ### Latin ### 	340 01$8fre$a04.11.1695-07.11.1747$xa1695a1747 ### 
cnp00371827	Custurer ### Jaime ### 	Palma de Mallorca ### Calatayud ### 	brth ### deat ### 	cnl00011475 ### cnl00033592 ### 				340 01$8ger$a15.04.1657-18.02.1715$xa1657a1715 ### 
cnp01906482	Rey ### Pierre-Joseph ### 	Lisboa ### Paris ### 	actv ### actv ### 	cnl00017007 ### cnl00028999 ### 	1783-1814 ### 1812-1846 ### 	prof ### irsp ### acti ### 	Imprimeur-libraire ### Auteur ### Type de document concerné: Texte imprimé ### 	340 01$8fre$a17..-08.04.1846 ### 340 11$8fre$a1783-1846$xa1783a1846 ### 
cnp01896106	Viganoni ### Giuseppe ### 	Almenno, Italie ### Bergame, Italie ### 	brth ### deat ### 		1757 ### 1822 ### 	irsp ### 	Auteur, Interprète ### 	340 01$8fre$a11.03.1757-30.12.1822$xa1757a1822 ### 
cnp01103245	Arresdorff ### Nicolaus ### 	Reckange-sur-Mess- Limpach ### Münster ### 	brth ### deat ### 			acti ### acti ### acti ### acti ### 	Geistlicher ### Katholik ### Laienbruder ### Weihbischof ### 	340 01$8ger$a1545-1620. Erscheinungsjahr im VD-16$xa1545a1620 ### 
cnp02297917	Mistralaetus ### Jacobus ### 	Basel ### Heidelberg ### Mengen ### 	actv ### actv ### brth ### 	cnl00015955 ### cnl00016078 ### cnl00039890 ### 		acti ### 	Theologiestudent ### 	340 11$8ger$a1596-1603$xa1596a1603 ### 
cnp01019432	Cuno ### Samuel ### 	Halle ### Halle ### Halle ### 	brth ### brth ### deat ### 	cnl00029460 ### cnl00029460 ### cnl00029460 ### 		acti ### acti ### 	Dramatiker ### Pfarrer ### 	340 01$8ger$a-1615 ### 340 01$8ger$a1560-1615. begraben 09.06.1615$xa1560a1615 ### 
cnp02100804	Pogner ### Johann Otto ### 	Wienerwald-Sittendorf ### 	brth ### 					340 11$8ger$a1641-1643$xa1641a1643 ### 
cnp01220929	Knobel ### Eduard ### 	Bergisch Gladbach ### London ### 	actv ### brth ### 	cnl00029899 ### cnl00032962 ### 		acti ### acti ### acti ### 	Personen zu Gewerbe allgemein, Industrie, Handwerk (10.12p) ### Gutsherr ### Unternehmer ### 	340 01$8ger$a06.03.1801-04.10.1870$xa1801a1870 ### 
cnp00474656	Schlegel ### Johannes ### 	Ulm ### 	brth ### 	cnl00016242 ### 		acti ### 	Evangelischer Theologe ### 	340 11$8ger$a1702$xa1702u     ### 
cnp01311172	Polidoro ### Valerio ### 	Padoue, Italie ### 	actv ### 	cnl00027154 ### 	1500-1599 ### 	lang ### irsp ### 	Italian ### Auteur ### 	340 01$8fre$a15..-16.. ### 
cnp01354147	Dalziel ### George ### 	Wooler, GB ### Londres ### 	brth ### deat ### 	cnl00020065 ### cnl00032962 ### 	1815 ### 1902 ### 	acti ### acti ### lang ### irsp ### acti ### 	Graveur ### Illustrator ### English ### Auteur ### Personen zu Malerei, Zeichnung, Grafik (13.4p) ### 	340 01$8ger$a1815-1902$xa1815a1902 ### 340 01$8fre$a01.12.1815-04.08.1902$xa1815a1902 ### 
